"","Overall","Value","Valor"
"3039",73,"€5.5M",5500000
"3040",73,"€3.9M",3900000
"3041",73,"€4M",4000000
"3042",73,"€3.1M",3100000
"3043",73,"€4.4M",4400000
"3044",73,"€4M",4000000
"3045",73,"€4.9M",4900000
"3046",73,"€3.6M",3600000
"3047",73,"€270K",270000
"3048",73,"€4.5M",4500000
"3049",73,"€3.1M",3100000
"3050",73,"€5.5M",5500000
"3051",73,"€3.6M",3600000
"3052",73,"€4.9M",4900000
"3053",73,"€3.2M",3200000
"3054",73,"€270K",270000
"3055",73,"€3.6M",3600000
"3056",73,"€5M",5000000
"3057",73,"€3.4M",3400000
"3058",73,"€4.2M",4200000
"3059",73,"€950K",950000
"3060",73,"€3M",3000000
"3061",73,"€1.1M",1100000
"3062",73,"€2.4M",2400000
"3063",73,"€3M",3000000
"3064",73,"€3.8M",3800000
"3065",73,"€6.5M",6500000
"3066",73,"€1.5M",1500000
"3067",73,"€3.9M",3900000
"3068",73,"€3.2M",3200000
"3069",73,"€3.8M",3800000
"3070",73,"€7M",7000000
"3071",73,"€5.5M",5500000
"3072",73,"€3.6M",3600000
"3073",73,"€6M",6000000
"3074",73,"€5M",5000000
"3075",73,"€4.8M",4800000
"3076",73,"€5M",5000000
"3077",73,"€4.1M",4100000
"3078",73,"€4.3M",4300000
"3079",73,"€1.1M",1100000
"3080",73,"€4.5M",4500000
"3081",73,"€3.9M",3900000
"3082",73,"€3.2M",3200000
"3083",73,"€3.1M",3100000
"3084",73,"€4.3M",4300000
"3085",73,"€270K",270000
"3086",73,"€1.6M",1600000
"3087",73,"€5M",5000000
"3088",73,"€6M",6000000
"3089",73,"€4M",4000000
"3090",73,"€3M",3000000
"3091",73,"€4M",4000000
"3092",73,"€2.4M",2400000
"3093",73,"€3.8M",3800000
"3094",73,"€3.5M",3500000
"3095",73,"€4.3M",4300000
"3096",73,"€5.5M",5500000
"3097",73,"€4.4M",4400000
"3098",73,"€1.9M",1900000
"3099",73,"€1.8M",1800000
"3100",73,"€3M",3000000
"3101",73,"€3.2M",3200000
"3102",73,"€3.1M",3100000
"3103",73,"€8.5M",8500000
"3104",73,"€3.8M",3800000
"3105",73,"€5M",5000000
"3106",73,"€4M",4000000
"3107",73,"€4.9M",4900000
"3108",73,"€2M",2000000
"3109",73,"€2.4M",2400000
"3110",73,"€4.5M",4500000
"3111",73,"€3.1M",3100000
"3112",73,"€7M",7000000
"3113",73,"€3.2M",3200000
"3114",73,"€3.8M",3800000
"3115",73,"€5M",5000000
"3116",73,"€4.8M",4800000
"3117",73,"€3.2M",3200000
"3118",73,"€1.6M",1600000
"3119",73,"€3.2M",3200000
"3120",73,"€1.6M",1600000
"3121",73,"€3.1M",3100000
"3122",73,"€5.5M",5500000
"3123",73,"€3.1M",3100000
"3124",73,"€5.5M",5500000
"3125",73,"€5M",5000000
"3126",73,"€550K",550000
"3127",73,"€3.1M",3100000
"3128",73,"€5M",5000000
"3129",73,"€5.5M",5500000
"3130",73,"€5.5M",5500000
"3131",73,"€3.1M",3100000
"3132",73,"€4.7M",4700000
"3133",73,"€4.9M",4900000
"3134",73,"€4.8M",4800000
"3135",73,"€4.4M",4400000
"3136",73,"€6.5M",6500000
"3137",73,"€5.5M",5500000
"3138",73,"€4.5M",4500000
"3139",73,"€7M",7000000
"3140",73,"€3.8M",3800000
"3141",73,"€2M",2000000
"3142",73,"€4M",4000000
"3143",73,"€3.5M",3500000
"3144",73,"€4.2M",4200000
"3145",73,"€4.7M",4700000
"3146",73,"€7M",7000000
"3147",73,"€4.1M",4100000
"3148",73,"€4M",4000000
"3149",73,"€4.7M",4700000
"3150",73,"€2.7M",2700000
"3151",73,"€3.5M",3500000
"3152",73,"€6M",6000000
"3153",73,"€2.7M",2700000
"3154",73,"€2M",2000000
"3155",73,"€1.8M",1800000
"3156",73,"€3.5M",3500000
"3157",73,"€4.6M",4600000
"3158",73,"€4.5M",4500000
"3159",73,"€5.5M",5500000
"3160",73,"€3.3M",3300000
"3161",73,"€4.5M",4500000
"3162",73,"€3.2M",3200000
"3163",73,"€2.7M",2700000
"3164",73,"€4M",4000000
"3165",73,"€4.8M",4800000
"3166",73,"€3.6M",3600000
"3167",73,"€2.7M",2700000
"3168",72,"€3.5M",3500000
"3169",72,"€975K",975000
"3170",72,"€4M",4000000
"3171",72,"€1.2M",1200000
"3172",72,"€3.9M",3900000
"3173",72,"€3.5M",3500000
"3174",72,"€3.6M",3600000
"3175",72,"€3.3M",3300000
"3176",72,"€2.9M",2900000
"3177",72,"€3.9M",3900000
"3178",72,"€3.9M",3900000
"3179",72,"€4.6M",4600000
"3180",72,"€2.4M",2400000
"3181",72,"€4.2M",4200000
"3182",72,"€4.3M",4300000
"3183",72,"€1.4M",1400000
"3184",72,"€2.7M",2700000
"3185",72,"€3.6M",3600000
"3186",72,"€3.2M",3200000
"3187",72,"€3.9M",3900000
"3188",72,"€4M",4000000
"3189",72,"€2.6M",2600000
"3190",72,"€3.7M",3700000
"3191",72,"€3.4M",3400000
"3192",72,"€1.8M",1800000
"3193",72,"€2.5M",2500000
"3194",72,"€3.7M",3700000
"3195",72,"€2.5M",2500000
"3196",72,"€3.3M",3300000
"3197",72,"€3.7M",3700000
"3198",72,"€1.6M",1600000
"3199",72,"€725K",725000
"3200",72,"€3.9M",3900000
"3201",72,"€2.1M",2100000
"3202",72,"€4.8M",4800000
"3203",72,"€2.8M",2800000
"3204",72,"€3.7M",3700000
"3205",72,"€3.7M",3700000
"3206",72,"€2.4M",2400000
"3207",72,"€6.5M",6500000
"3208",72,"€4.6M",4600000
"3209",72,"€4.2M",4200000
"3210",72,"€4.2M",4200000
"3211",72,"€3.4M",3400000
"3212",72,"€2.9M",2900000
"3213",72,"€2.9M",2900000
"3214",72,"€3.8M",3800000
"3215",72,"€425K",425000
"3216",72,"€4.3M",4300000
"3217",72,"€2.4M",2400000
"3218",72,"€2.1M",2100000
"3219",72,"€3.9M",3900000
"3220",72,"€4.1M",4100000
"3221",72,"€210K",210000
"3222",72,"€3.2M",3200000
"3223",72,"€4.3M",4300000
"3224",72,"€1.9M",1900000
"3225",72,"€1.9M",1900000
"3226",72,"€3.3M",3300000
"3227",72,"€3.9M",3900000
"3228",72,"€3.2M",3200000
"3229",72,"€2.9M",2900000
"3230",72,"€725K",725000
"3231",72,"€3.4M",3400000
"3232",72,"€3.2M",3200000
"3233",72,"€3.4M",3400000
"3234",72,"€950K",950000
"3235",72,"€4.2M",4200000
"3236",72,"€5M",5000000
"3237",72,"€4.8M",4800000
"3238",72,"€2.7M",2700000
"3239",72,"€950K",950000
"3240",72,"€2.4M",2400000
"3241",72,"€3.3M",3300000
"3242",72,"€2.1M",2100000
"3243",72,"€2.1M",2100000
"3244",72,"€2.9M",2900000
"3245",72,"€1.6M",1600000
"3246",72,"€3.7M",3700000
"3247",72,"€2.8M",2800000
"3248",72,"€4.4M",4400000
"3249",72,"€4.5M",4500000
"3250",72,"€3M",3000000
"3251",72,"€4.1M",4100000
"3252",72,"€4.1M",4100000
"3253",72,"€2.9M",2900000
"3254",72,"€1.9M",1900000
"3255",72,"€3.3M",3300000
"3256",72,"€2.9M",2900000
"3257",72,"€3.3M",3300000
"3258",72,"€2.9M",2900000
"3259",72,"€2.4M",2400000
"3260",72,"€425K",425000
"3261",72,"€3.7M",3700000
"3262",72,"€3.4M",3400000
"3263",72,"€950K",950000
"3264",72,"€2.2M",2200000
"3265",72,"€4.2M",4200000
"3266",72,"€4.2M",4200000
"3267",72,"€3.8M",3800000
"3268",72,"€2.3M",2300000
"3269",72,"€3.9M",3900000
"3270",72,"€3.8M",3800000
"3271",72,"€4.3M",4300000
"3272",72,"€2.7M",2700000
"3273",72,"€3.3M",3300000
"3274",72,"€4.6M",4600000
"3275",72,"€3.3M",3300000
"3276",72,"€210K",210000
"3277",72,"€3.2M",3200000
"3278",72,"€2.9M",2900000
"3279",72,"€3.1M",3100000
"3280",72,"€4.4M",4400000
"3281",72,"€2.3M",2300000
"3282",72,"€2.6M",2600000
"3283",72,"€2.6M",2600000
"3284",72,"€3.7M",3700000
"3285",72,"€3.3M",3300000
"3286",72,"€2.7M",2700000
"3287",72,"€2.5M",2500000
"3288",72,"€4.4M",4400000
"3289",72,"€3.9M",3900000
"3290",72,"€5.5M",5500000
"3291",72,"€4.2M",4200000
"3292",72,"€4.2M",4200000
"3293",72,"€4.8M",4800000
"3294",72,"€2.9M",2900000
"3295",72,"€2M",2000000
"3296",72,"€2.8M",2800000
"3297",72,"€2.5M",2500000
"3298",72,"€4.3M",4300000
"3299",72,"€2.7M",2700000
"3300",72,"€4.7M",4700000
"3301",72,"€4.7M",4700000
"3302",72,"€875K",875000
"3303",72,"€3M",3000000
"3304",72,"€2.6M",2600000
"3305",72,"€3.3M",3300000
"3306",72,"€3M",3000000
"3307",72,"€2.3M",2300000
"3308",72,"€725K",725000
"3309",72,"€1.2M",1200000
"3310",72,"€3.6M",3600000
"3311",72,"€3.2M",3200000
"3312",72,"€725K",725000
"3313",72,"€2.7M",2700000
"3314",72,"€3.2M",3200000
"3315",72,"€4.4M",4400000
"3316",72,"€2.3M",2300000
"3317",72,"€3.2M",3200000
"3318",72,"€2.9M",2900000
"3319",72,"€4.1M",4100000
"3320",72,"€2.6M",2600000
"3321",72,"€3.3M",3300000
"3322",72,"€2.7M",2700000
"3323",72,"€4M",4000000
"3324",72,"€1.3M",1300000
"3325",72,"€3.9M",3900000
"3326",72,"€3.5M",3500000
"3327",72,"€3.9M",3900000
"3328",72,"€5M",5000000
"3329",72,"€950K",950000
"3330",72,"€4.2M",4200000
"3331",72,"€4.1M",4100000
"3332",72,"€2.1M",2100000
"3333",72,"€4.6M",4600000
"3334",72,"€2.4M",2400000
"3335",72,"€3.9M",3900000
"3336",72,"€3.2M",3200000
"3337",72,"€2.6M",2600000
"3338",72,"€4.3M",4300000
"3339",72,"€3.6M",3600000
"3340",72,"€2.3M",2300000
"3341",72,"€3.6M",3600000
"3342",72,"€6.5M",6500000
"3343",72,"€2.4M",2400000
"3344",72,"€1.1M",1100000
"3345",72,"€4.6M",4600000
"3346",72,"€3M",3000000
"3347",72,"€3M",3000000
"3348",72,"€4.4M",4400000
"3349",72,"€2.7M",2700000
"3350",72,"€2.8M",2800000
"3351",72,"€1.3M",1300000
"3352",72,"€2.4M",2400000
"3353",72,"€3.3M",3300000
"3354",72,"€6M",6000000
"3355",72,"€2.4M",2400000
"3356",72,"€3.1M",3100000
"3357",72,"€3.9M",3900000
"3358",72,"€2.9M",2900000
"3359",72,"€4.7M",4700000
"3360",72,"€2M",2000000
"3361",72,"€2.5M",2500000
"3362",72,"€3.7M",3700000
"3363",72,"€3.3M",3300000
"3364",72,"€4.3M",4300000
"3365",72,"€4.9M",4900000
"3366",72,"€2.4M",2400000
"3367",72,"€4.2M",4200000
"3368",72,"€2.7M",2700000
"3369",72,"€3.6M",3600000
"3370",72,"€1.6M",1600000
"3371",72,"€3.3M",3300000
"3372",72,"€6.5M",6500000
"3373",72,"€2.8M",2800000
"3374",72,"€900K",900000
"3375",72,"€4.1M",4100000
"3376",72,"€3.2M",3200000
"3377",72,"€3M",3000000
"3378",72,"€4.6M",4600000
"3379",72,"€3M",3000000
"3380",72,"€2.9M",2900000
"3381",72,"€3.5M",3500000
"3382",72,"€2.1M",2100000
"3383",72,"€3.5M",3500000
"3384",72,"€2.4M",2400000
"3385",72,"€2.7M",2700000
"3386",72,"€2.7M",2700000
"3387",72,"€875K",875000
"3388",72,"€3.1M",3100000
"3389",72,"€3.7M",3700000
"3390",72,"€2.9M",2900000
"3391",72,"€3M",3000000
"3392",72,"€3.2M",3200000
"3393",72,"€3.8M",3800000
"3394",72,"€2.5M",2500000
"3395",72,"€3.2M",3200000
"3396",72,"€2.8M",2800000
"3397",72,"€4.3M",4300000
"3398",72,"€2M",2000000
"3399",72,"€5M",5000000
"3400",72,"€4.2M",4200000
"3401",72,"€4.2M",4200000
"3402",72,"€2.9M",2900000
"3403",72,"€4.2M",4200000
"3404",72,"€2.9M",2900000
"3405",72,"€4.7M",4700000
"3406",72,"€2.7M",2700000
"3407",72,"€2.3M",2300000
"3408",72,"€3.5M",3500000
"3409",72,"€2.9M",2900000
"3410",72,"€3.1M",3100000
"3411",72,"€4.3M",4300000
"3412",72,"€3.1M",3100000
"3413",72,"€3.5M",3500000
"3414",72,"€2.9M",2900000
"3415",72,"€4.2M",4200000
"3416",72,"€3.8M",3800000
"3417",72,"€3.3M",3300000
"3418",72,"€675K",675000
"3419",72,"€2.9M",2900000
"3420",72,"€3.5M",3500000
"3421",72,"€1.8M",1800000
"3422",72,"€4.6M",4600000
"3423",72,"€4.3M",4300000
"3424",72,"€2.5M",2500000
"3425",72,"€975K",975000
"3426",72,"€3.1M",3100000
"3427",72,"€2.1M",2100000
"3428",72,"€1.6M",1600000
"3429",72,"€2.4M",2400000
"3430",72,"€2.9M",2900000
"3431",72,"€2.4M",2400000
"3432",72,"€4.1M",4100000
"3433",72,"€5M",5000000
"3434",72,"€4.6M",4600000
"3435",72,"€2.1M",2100000
"3436",72,"€950K",950000
"3437",72,"€2.4M",2400000
"3438",72,"€2.1M",2100000
"3439",72,"€3.1M",3100000
"3440",72,"€4.9M",4900000
"3441",72,"€3.9M",3900000
"3442",72,"€4.1M",4100000
"3443",72,"€4.2M",4200000
"3444",72,"€1.3M",1300000
"3445",72,"€3.1M",3100000
"3446",72,"€4.1M",4100000
"3447",72,"€2.3M",2300000
"3448",72,"€2.4M",2400000
"3449",72,"€2.4M",2400000
"3450",72,"€3M",3000000
"3451",72,"€3.3M",3300000
"3452",72,"€1.3M",1300000
"3453",72,"€2M",2000000
"3454",72,"€4.3M",4300000
"3455",72,"€2.1M",2100000
"3456",72,"€2.5M",2500000
"3457",72,"€2.4M",2400000
"3458",72,"€2.6M",2600000
"3459",72,"€2.8M",2800000
"3460",72,"€4M",4000000
"3461",72,"€2.7M",2700000
"3462",72,"€1.8M",1800000
"3463",72,"€3.2M",3200000
"3464",72,"€3M",3000000
"3465",72,"€3.9M",3900000
"3466",72,"€4.2M",4200000
"3467",72,"€2.8M",2800000
"3468",72,"€3.3M",3300000
"3469",72,"€3.9M",3900000
"3470",72,"€3.4M",3400000
"3471",72,"€3.3M",3300000
"3472",72,"€3.9M",3900000
"3473",72,"€2.2M",2200000
"3474",72,"€2M",2000000
"3475",72,"€2.5M",2500000
"3476",72,"€3.9M",3900000
"3477",72,"€3.4M",3400000
"3478",72,"€2.5M",2500000
"3479",72,"€2.8M",2800000
"3480",72,"€5.5M",5500000
"3481",72,"€1.6M",1600000
"3482",72,"€425K",425000
"3483",72,"€3M",3000000
"3484",72,"€3.7M",3700000
"3485",72,"€2.9M",2900000
"3486",72,"€3.9M",3900000
"3487",72,"€2.4M",2400000
"3488",72,"€3.2M",3200000
"3489",72,"€4M",4000000
"3490",72,"€425K",425000
"3491",72,"€1.8M",1800000
"3492",72,"€2.8M",2800000
"3493",72,"€3.8M",3800000
"3494",72,"€3M",3000000
"3495",72,"€4.2M",4200000
"3496",72,"€5M",5000000
"3497",72,"€2.7M",2700000
"3498",72,"€1.4M",1400000
"3499",72,"€3.5M",3500000
"3500",72,"€3.4M",3400000
"3501",72,"€1.8M",1800000
"3502",72,"€1.8M",1800000
"3503",72,"€2.1M",2100000
"3504",72,"€2.8M",2800000
"3505",72,"€1M",1000000
"3506",72,"€3.9M",3900000
"3507",72,"€1.6M",1600000
"3508",72,"€3.9M",3900000
"3509",72,"€2.9M",2900000
"3510",72,"€3.1M",3100000
"3511",72,"€4.2M",4200000
"3512",72,"€4.4M",4400000
"3513",72,"€950K",950000
"3514",72,"€3.5M",3500000
"3515",72,"€2M",2000000
"3516",72,"€3.6M",3600000
"3517",72,"€2.9M",2900000
"3518",72,"€3M",3000000
"3519",72,"€3.9M",3900000
"3520",72,"€5.5M",5500000
"3521",72,"€1.8M",1800000
"3522",72,"€3.2M",3200000
"3523",72,"€3.3M",3300000
"3524",72,"€3.7M",3700000
"3525",72,"€2.9M",2900000
"3526",72,"€3.5M",3500000
"3527",72,"€3.8M",3800000
"3528",72,"€1.9M",1900000
"3529",72,"€4.2M",4200000
"3530",72,"€3.1M",3100000
"3531",72,"€2.9M",2900000
"3532",72,"€3.2M",3200000
"3533",72,"€4M",4000000
"3534",72,"€3.7M",3700000
"3535",72,"€2M",2000000
"3536",72,"€2.5M",2500000
"3537",72,"€3M",3000000
"3538",72,"€2.2M",2200000
"3539",72,"€1.9M",1900000
"3540",72,"€3.3M",3300000
"3541",72,"€1.8M",1800000
"3542",72,"€3.1M",3100000
"3543",72,"€3.8M",3800000
"3544",72,"€4M",4000000
"3545",72,"€1.8M",1800000
"3546",72,"€2.7M",2700000
"3547",72,"€3.3M",3300000
"3548",72,"€2.9M",2900000
"3549",72,"€3.3M",3300000
"3550",72,"€2.5M",2500000
"3551",72,"€2.4M",2400000
"3552",72,"€4.1M",4100000
"3553",72,"€2M",2000000
"3554",72,"€210K",210000
"3555",72,"€2.5M",2500000
"3556",72,"€3.5M",3500000
"3557",72,"€4.3M",4300000
"3558",72,"€3.1M",3100000
"3559",72,"€2M",2000000
"3560",72,"€3.1M",3100000
"3561",72,"€3.6M",3600000
"3562",72,"€2.2M",2200000
"3563",72,"€4.1M",4100000
"3564",72,"€725K",725000
"3565",72,"€2.4M",2400000
"3566",72,"€3.7M",3700000
"3567",72,"€3.9M",3900000
"3568",72,"€1.9M",1900000
"3569",72,"€5.5M",5500000
"3570",72,"€425K",425000
"3571",72,"€1.5M",1500000
"3572",72,"€3.8M",3800000
"3573",72,"€4.1M",4100000
"3574",72,"€2.4M",2400000
"3575",72,"€2.5M",2500000
"3576",72,"€3.4M",3400000
"3577",72,"€950K",950000
"3578",72,"€3.4M",3400000
"3579",72,"€3.7M",3700000
"3580",72,"€4.1M",4100000
"3581",72,"€2.4M",2400000
"3582",72,"€3.3M",3300000
"3583",72,"€2.4M",2400000
"3584",72,"€3.1M",3100000
"3585",72,"€3.5M",3500000
"3586",72,"€3.6M",3600000
"3587",72,"€2.8M",2800000
"3588",72,"€2.9M",2900000
"3589",72,"€2.7M",2700000
"3590",72,"€3.3M",3300000
"3591",72,"€3.7M",3700000
"3592",72,"€425K",425000
"3593",72,"€2.9M",2900000
"3594",72,"€4.4M",4400000
"3595",72,"€2.7M",2700000
"3596",72,"€2.5M",2500000
"3597",72,"€2.4M",2400000
"3598",72,"€2.5M",2500000
"3599",72,"€3.9M",3900000
"3600",72,"€4.6M",4600000
"3601",72,"€1.3M",1300000
"3602",72,"€3.8M",3800000
"3603",72,"€3M",3000000
"3604",72,"€3.9M",3900000
"3605",72,"€4.2M",4200000
"3606",72,"€3M",3000000
"3607",72,"€2.5M",2500000
"3608",72,"€3.3M",3300000
"3609",72,"€1.6M",1600000
"3610",72,"€4.4M",4400000
"3611",72,"€2.5M",2500000
"3612",72,"€3.9M",3900000
"3613",72,"€3.4M",3400000
"3614",72,"€4.6M",4600000
"3615",72,"€2.7M",2700000
"3616",72,"€3.6M",3600000
"3617",72,"€4.2M",4200000
"3618",72,"€3.1M",3100000
"3619",72,"€1.6M",1600000
"3620",72,"€2.6M",2600000
"3621",72,"€3.6M",3600000
"3622",72,"€6M",6000000
"3623",72,"€6M",6000000
"3624",72,"€2.1M",2100000
"3625",72,"€2.6M",2600000
"3626",72,"€4M",4000000
"3627",72,"€3.3M",3300000
"3628",72,"€3.4M",3400000
"3629",72,"€3.3M",3300000
"3630",72,"€4M",4000000
"3631",72,"€4.1M",4100000
"3632",72,"€6M",6000000
"3633",72,"€4.5M",4500000
"3634",72,"€3.3M",3300000
"3635",72,"€3.9M",3900000
"3636",72,"€3.4M",3400000
"3637",72,"€3.2M",3200000
"3638",72,"€4.2M",4200000
"3639",72,"€3.1M",3100000
"3640",72,"€6M",6000000
"3641",72,"€2.3M",2300000
"3642",72,"€2.3M",2300000
"3643",72,"€3.1M",3100000
"3644",72,"€4.3M",4300000
"3645",72,"€3.4M",3400000
"3646",72,"€3.7M",3700000
"3647",72,"€3.4M",3400000
"3648",72,"€2.2M",2200000
"3649",72,"€2.6M",2600000
"3650",72,"€1.3M",1300000
"3651",72,"€4.2M",4200000
"3652",72,"€4.4M",4400000
"3653",72,"€4.3M",4300000
"3654",72,"€3.2M",3200000
"3655",72,"€3.8M",3800000
"3656",72,"€3.6M",3600000
"3657",72,"€3.9M",3900000
"3658",72,"€3.2M",3200000
"3659",72,"€2.4M",2400000
"3660",72,"€3.4M",3400000
"3661",72,"€3.4M",3400000
"3662",72,"€3.3M",3300000
"3663",72,"€3.1M",3100000
"3664",72,"€3.6M",3600000
"3665",72,"€4.1M",4100000
"3666",72,"€3.7M",3700000
"3667",72,"€3.7M",3700000
"3668",72,"€2.5M",2500000
"3669",72,"€2.4M",2400000
"3670",72,"€5.5M",5500000
"3671",72,"€3.7M",3700000
"3672",72,"€4.1M",4100000
"3673",72,"€2.7M",2700000
"3674",72,"€4.1M",4100000
"3675",72,"€2M",2000000
"3676",72,"€4.3M",4300000
"3677",72,"€3.3M",3300000
"3678",72,"€2.3M",2300000
"3679",72,"€3.1M",3100000
"3680",72,"€2.5M",2500000
"3681",72,"€425K",425000
"3682",72,"€1.3M",1300000
"3683",72,"€3.5M",3500000
"3684",72,"€3.1M",3100000
"3685",72,"€3.1M",3100000
"3686",72,"€2.7M",2700000
"3687",72,"€2M",2000000
"3688",72,"€4.4M",4400000
"3689",72,"€3.9M",3900000
"3690",72,"€1.3M",1300000
"3691",72,"€3.9M",3900000
"3692",72,"€3.3M",3300000
"3693",72,"€2.8M",2800000
"3694",72,"€1.8M",1800000
"3695",72,"€950K",950000
"3696",72,"€3.4M",3400000
"3697",72,"€4M",4000000
"3698",72,"€950K",950000
"3699",72,"€2.4M",2400000
"3700",72,"€3.6M",3600000
"3701",72,"€4.3M",4300000
"3702",72,"€2.7M",2700000
"3703",72,"€2.5M",2500000
"3704",72,"€2.6M",2600000
"3705",72,"€3.9M",3900000
"3706",72,"€4.6M",4600000
"3707",72,"€3.1M",3100000
"3708",72,"€3.1M",3100000
"3709",72,"€1.8M",1800000
"3710",72,"€3.2M",3200000
"3711",72,"€3.7M",3700000
"3712",72,"€4.6M",4600000
"3713",72,"€4.8M",4800000
"3714",72,"€2.5M",2500000
"3715",72,"€3.2M",3200000
"3716",72,"€3.2M",3200000
"3717",72,"€3.1M",3100000
"3718",72,"€3.6M",3600000
"3719",72,"€3.6M",3600000
"3720",72,"€3.2M",3200000
"3721",72,"€4.6M",4600000
"3722",72,"€6M",6000000
"3723",72,"€2.6M",2600000
"3724",72,"€3.6M",3600000
"3725",72,"€3M",3000000
"3726",72,"€5.5M",5500000
"3727",72,"€3.2M",3200000
"3728",72,"€2.5M",2500000
"3729",72,"€3.5M",3500000
"3730",72,"€1.2M",1200000
"3731",72,"€875K",875000
"3732",72,"€4.3M",4300000
"3733",72,"€3.9M",3900000
"3734",72,"€1.8M",1800000
"3735",72,"€2.9M",2900000
"3736",72,"€2.2M",2200000
"3737",72,"€1.5M",1500000
"3738",72,"€5M",5000000
"3739",72,"€3.2M",3200000
"3740",72,"€3.8M",3800000
"3741",72,"€3.2M",3200000
"3742",72,"€2.4M",2400000
"3743",72,"€2.4M",2400000
"3744",72,"€3.2M",3200000
"3745",72,"€1.8M",1800000
"3746",72,"€4.1M",4100000
"3747",72,"€3.9M",3900000
"3748",72,"€875K",875000
"3749",72,"€4M",4000000
"3750",72,"€3.2M",3200000
"3751",72,"€4.2M",4200000
"3752",72,"€2.8M",2800000
"3753",72,"€4.2M",4200000
"3754",72,"€3M",3000000
"3755",72,"€2.6M",2600000
"3756",72,"€4.3M",4300000
"3757",72,"€3.6M",3600000
"3758",72,"€1.3M",1300000
"3759",72,"€3.8M",3800000
"3760",72,"€3.4M",3400000
"3761",72,"€3.6M",3600000
"3762",72,"€3.1M",3100000
